Review,Title,Rating,day,month,year,hour,minute,second,dayofweek,weekofyear,raw time,Country,Username,Reviews,Reads,Useful,Genre
"Talking with my Mom, like if we were in the same City. Even on high demanding days.","Talking with my Mom, like if we were in the same City.",5,19,9,2013,15,18,12,4,38,2013-09-19T15:18:12,United States,Horacio Nunez,1,0,0,
"well set up service, good quality calls for the price",good,4,19,9,2013,7,41,47,4,38,2013-09-19T07:41:47,Australia,James Lawrence,1,0,0,
"I was reviewing my account and found out that I had been billed $50 by Rebtel without a corresponding e mail from Rebtel. I contacted my bank and informed them that this was a fraudulent billing. When my bank contacted Rebtel their response was to shut down my account and then had the audacity to tell me that I must inform my bank to release the hold. They then proceeded to tell me that it must have been a mistake from my bank. That was rubbish. I had been using Rebtel for approximately three to five years and spend approximately $200 to $500 per month on their services. My service was temporarily restored and after they were queried by my bank, they could not justify the charge the charge was reversed. Now they have Interrupted my account and shut it down. I am going to open a face book page and urge people to BOYCOTT REBTEL. I have been instrumental in getting many of my friends turned on to Rebtel. Now I am going to have to tell them about this experience. I had hitherto suspected that Rebtel was making fraudulent charges to my account without the corresponding credits being given and this time I caught them red handed. I have also had an exerience of where my account was being advanced charged for replenishment even though I had not selected that option. REBTEL SUCKS  BIG TIME AND I INTEND TO LET THE WORLD KNOW ABOUT THIS.",Fraudulent company that fraudulently bills your account for transactions that you didnt make.,1,11,9,2013,14,51,59,3,37,2013-09-11T14:51:59,States,M Alieu Iscandari,1,0,0,
"I call Iran, Mobile network. Actually the quality is sometimes good, sometimes bad! but about 60~70% of times it's alright. I think the links has to be more consistant.","Most of the time good, but inconsistant",3,11,9,2013,14,20,14,3,37,2013-09-11T14:20:14,United States,Soroush Tafvizi,1,0,0,
Calling the UK from the USA could not be easier,A easy way to stay in touch,5,4,9,2013,17,21,38,3,36,2013-09-04T17:21:38,United States,Mike,1,0,0,
"I love it, clear sound. Recommended to all my friends.","Excellent , best system for voice over IP",5,4,9,2013,16,31,28,3,36,2013-09-04T16:31:28,United States,Sahar Saker,1,0,0,
"My experience with rebel has been very rewarding,stress-free and convenient.I  spend on international calls and able to speak to a lot more people as a result of the low calling rates.I will strongly recommend  Rebtel to everyone.",Very happy with the service.,5,4,9,2013,13,9,40,3,36,2013-09-04T13:09:40,United States,Adedoyin Osagie,1,0,0,
"I call Nigeria most. The network is usually good, but sometimes it is bad and then I can neither connect nor receive calls. Sometimes I hear them but they donot hear me,and vice versa.",Fair; there is need for improvement.,4,4,9,2013,10,17,45,3,36,2013-09-04T10:17:45,United States,Modupe Rotimi,1,0,0,
An excellent application for VOIP Calls..I recommend for everyone around the world,excellent servise nd clearcalls..,5,4,9,2013,9,26,34,3,36,2013-09-04T09:26:34,Israel,Kvr Raju,1,0,0,
"When calling Algeria mobiles with my mobile the reception isn't as high quality as it could be. The calls are still 80%+ coherent, but when I've made my calls under the same conditions with a different company the quality was even higher, but it did also cost twice as much per minute. In the end, Rebtel is still much better value for money.","Good service and value for money, but",4,4,9,2013,8,59,14,3,36,2013-09-04T08:59:14,United Kingdom,Fred,4,1,0,
happy with the service,having good service,4,4,9,2013,7,53,6,3,36,2013-09-04T07:53:06,Australia,Mahmud Khansur,1,0,0,
I like rebtel  because l call less cost,good service,4,4,9,2013,7,37,43,3,36,2013-09-04T07:37:43,United Kingdom,Babiker Yahia,1,0,0,
Easiest way to call overseas,Good,4,4,9,2013,7,20,20,3,36,2013-09-04T07:20:20,United States,Phanita Rai,1,0,0,
I have difficulty when I am updating my account or indeed checking how my account stands.  In one case my pin was rejected and subsequently accepted - strange or what!!  All things considered I am happy with the service.,I love your prices,4,28,8,2013,9,26,7,3,35,2013-08-28T09:26:07,United States,Nuala Morton,1,0,0,
Great service quality - USA to Egypt,Great service quality - USA to Egypt,5,28,8,2013,7,44,29,3,35,2013-08-28T07:44:29,United States,Mohamed Aboelela,1,0,0,
I found that rebtel is the cheapest for Mauritius.,one of the best company out there for mauritius calls,5,24,8,2013,14,28,4,6,34,2013-08-24T14:28:04,United Kingdom,MOOROOGESSA ARNACHELLUM,2,0,0,
"i find the service exceptionally useful, efficient and cost effective. With Rebtel, I am able to reach out to friends and family across the globe.  it is simply fantastic.",fantastic,5,21,8,2013,17,32,45,3,34,2013-08-21T17:32:45,United States,Tayo Fashoyin,1,0,0,
I used until now the international cards phone but Rebtel is the best solution. Thanks,The best one for international calls,5,20,8,2013,18,58,7,2,34,2013-08-20T18:58:07,Italy,Giorgio Fabio Cattaneo,1,0,0,
Positive:,ahead of the rest,4,20,8,2013,17,29,7,2,34,2013-08-20T17:29:07,United States,Richard Andam,1,0,0,
"Started using recently and so far it looks excellent, good quality and reasonable price. Keep doing the great work!",What a great system,5,20,8,2013,13,14,55,2,34,2013-08-20T13:14:55,Australia,Fabio Brandao,1,0,0,
"Rebtel is apparently an over the Internet phone service. It is cheaper than most  phone card schemes, and reduces the number of digits one must dial from 30 to 10. However, the sound quality is not always as good as it should be, and calls are often just dropped for no apparent reason, followed by redialing that does not reconnect the call. T reconnect, I must hang up and redial again. All the Rebtel calls I have made have been to a cellphone in the Dominican Republic.  Sound quality is also occasionally terrible when using calling cards to the same country from the US.","Cheap, but with some disadvantages",3,20,8,2013,12,28,4,2,34,2013-08-20T12:28:04,United States,Richard Eldridge,1,0,0,
"Good prices and connection, but did not understand and do not see in the statement how my bonus 3 minutes got used.","Good prices and connection, but did not understand and do not see in the statement how my bonus 3 minutes got used.",4,20,8,2013,7,26,6,2,34,2013-08-20T07:26:06,Kingdom,Farid Khalikov,3,20,1,
"It provides a cheaper and easier access to make international phone call than S*ype, switched to rebtel since then",Cheap and reliable,5,30,7,2013,8,19,25,2,31,2013-07-30T08:19:25,United States,Ben Lee,1,0,0,
I use it to call my family and friends in Iran. Its grate. Thank you,grate,5,30,7,2013,7,52,47,2,31,2013-07-30T07:52:47,United States,Reza Rahmani,1,0,0,
"I've lived in South & North America for some time; have had a chance to use Rebtel for 6 month or so. First, let me talk about their SMS service. It sucks! I'm not sure how the system selects on what phone number to assign an SMS icon, most of the time the icon does not appear next to the contact that was added, and an e-mail to the customer service has to be sent, and their reply which will take days to say ""we have received your e-mail"" and then another days to say, it has been fixed. Which I don't have time to wait for, all these in days?? Even when you sent an SMS, it gets delayed almost 90% of the time, and Rebtel always blames the 3rd world countries or the developing countries Telecommunication service, which I have hard time to believe when I can send an sms to 3 different people leaving in the same city/region and radius, only 1 will get the sms in minutes, while the others gets it in hours or even days later. Are you kidding me Rebtel???","Unstable performance, very bad customer service, security concerns",1,24,7,2013,17,22,36,3,30,2013-07-24T17:22:36,United States,ようこ恋人,1,0,0,
"The best part of Rebtel is the connect via Local Phone option. Sometimes, the WIFI causes issues but when you connect via Local Phone option it is smooth & zero disturbance. But, Rebtel should provide some discounts to its loyal customers in terms of free credit of 5 or 10%. That would help increase the loyalty.",Using Rebtel for last 2 years & I have not been disappointed for once,5,23,7,2013,15,30,12,2,30,2013-07-23T15:30:12,States,Sayan Saha,2,0,0,
I just switched from Skype to Rebtel because:,Ditched skype. Loving Rebtel <3 (so far :D),5,21,7,2013,14,20,33,7,29,2013-07-21T14:20:33,United States,Christian Javier,1,0,0,
"I just used rebtel for the first time, and let me tell you, I was not disappointed! very clear, quick connection, and easy to use. I will definitely recommend to all my friends.",Fantastic,5,14,7,2013,16,49,50,7,28,2013-07-14T16:49:50,States,Tina D'Onofrio,1,0,0,
How to get a chips in minion rush,minion,4,13,7,2013,5,20,25,6,28,2013-07-13T05:20:25,States,Shann Sadio,1,0,0,
No complaints.  Everything works as it should.  Price is good and easier to find a Wifi connection than always getting a new simcard when travelling.  Voice quality is very good.,Rebtel is great.,5,9,7,2013,3,39,24,2,28,2013-07-09T03:39:24,United States,Christopher Balding,1,0,0,
works very good.,very good !!!!!!!!!!!!!!!!!!!!!,5,7,7,2013,14,10,27,7,27,2013-07-07T14:10:27,United States,Vadim Sherbakov,1,0,0,
Good rates ...,I like their rates ...,4,4,7,2013,17,35,15,4,27,2013-07-04T17:35:15,United States,Ehi Okoene,2,0,0,
Will recommend to my friends,very happy with service provided,5,4,7,2013,14,36,45,4,27,2013-07-04T14:36:45,United States,Doncho Raev,1,0,0,
"This is my first time of using Rebtel ,as a visitor in the United state and it was fantastic ,fast  in connection and very  reliable ..I  will advice the company to keep up the good job and I as a person will recommend their product to friends and family visiting USA ,also  their charges to Nigeria was very ok, It made life easier a lot for me to be in contact with my business.",Very reliable and efficient,5,4,7,2013,10,12,50,4,27,2013-07-04T10:12:50,United States,Suliat Lolade Salami,1,0,0,
"with what they started, seemed just like marketing gimmick. now they increased rates without informing.",not upto the mark,1,3,7,2013,23,25,26,3,27,2013-07-03T23:25:26,United States,Rajesh G,1,0,0,
I give it a 5 star rating because it is easy to use and fast; OH jah you save money!!!,Easy to use.,5,3,7,2013,23,1,24,3,27,2013-07-03T23:01:24,United States,Larry Wolff,2,12,0,
"Good afternoon,",Great company,5,3,7,2013,16,46,29,3,27,2013-07-03T16:46:29,United States,Ralph Jean Philippe,1,0,0,
"You know Rebtel is a good international calling system though I encounter a double charge, by rebtel itself and the mobile company, 'Wind' whose mobile number I have given.","Am charged twice though, by you and by the mobile company of my cell phone 'Wind'.",4,3,7,2013,14,34,19,3,27,2013-07-03T14:34:19,United States,Cosmas Kagwe,1,0,0,
"If you have someone outside your area of communication, you can trust Rebtel to communicate with them.  They offer a variety of prices to different places in the world to maintain the contact with your love ones, peers, etc.  I really recommend Rebtel as a trusted connection as well as a trusted company.",Rebtel is very trusted and accurate in what they offer to their clients.,5,3,7,2013,12,11,27,3,27,2013-07-03T12:11:27,United States,Teresa Marquez,1,0,0,
I am a Nigerian on a holiday in Texas.  Was introduced to use rebtel by my sister to keep in torch with my people back home. I was skeptical at first but now I am so comfortable using it. And I can talk as long as I want with little cost. I spend more on calls back home when making local and international calls but now I can make international calls cheaper than my local calls back home.,unbelievably real way to communicat.,5,3,7,2013,11,49,5,3,27,2013-07-03T11:49:05,United States,Odionyenfe Henry,1,0,0,
"Very good overseas calls rates, even to mobile phones, cheaper than the traditional phone cards. Very convenient as well, you get a local landline number in place of the overseas number eg instead of dialling 001160162337976, you merely dial 0380897700, if you are located in Victoria. Awesome technology!","Cheap As Overseas Calls, Even to Mobile Phones",5,3,7,2013,11,13,2,3,27,2013-07-03T11:13:02,United States,Cassandra Lee,1,0,0,
